prompt_idx,alpha_early,alpha_middle,alpha_late,gamma_early,gamma_middle,gamma_late,token_overlap,perplexity,combined_score,generated_text,prompt,ground_truth,explanation,score
59,0.043879979,0.427702719,0.735309161,0.278056881,0.69038783,0.691702171,0.3333,22.60464096,0.165496077,"Question: Who laid the foundation stone of Jamia Millia Islamia?
Answer and explanation: 
** Maulana Muhammad Ali Deobandi** laid the foundation stone of Jamia Millia Islamia. 
 
 Here's why:
 * **Visionary leader:** Deobandi was a prominent Islamic scholar and leader who envisioned a modern institution of Islamic learning. 
 * **Groundbreaking event:** The laying of the foundation stone was a significant event that marked the beginning of the university's construction. 
 * **Deobandi's contribution:** Deobandi",Who laid the foundation stone of Jamia Millia Islamia?,Mahmud Hasan Deobandi.,"The Jamia Millia Islamia was founded in 1920 by the efforts of several prominent figures, including **Mahmud Hasan Deobandi**. He was a renowned scholar and a key figure in the movement for the establishment of a modern Islamic university. 

While the foundation stone was laid by Mahmud Hasan Deobandi, it's important to note that the university's development and growth were a collaborative effort involving many other individuals and institutions",2
60,0.732084238,0.409206118,0.937544781,0.609767759,0.541482624,0.335676868,1,7.714630127,0.67685611,"Question: What patch removed the Silver Armor from the crafting recipe for Jungle Armor in Terraria?
Answer and explanation: ** **1.09.0.0 Patch:** **1.1. ** **.09.0.0 Patch** **. **.1. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **. **.",What patch removed the Silver Armor from the crafting recipe for Jungle Armor in Terraria?,1.1,,2
61,0.728870273,0.242073502,0.963313847,0.819230131,0.440511209,0.942105471,1,40.33210754,0.579003677,"Question: Which university gave El Anatsui an honorary doctorate in 2016?
Answer and explanation: El Anatsui, a renowned Ghanaian artist, received an honorary doctorate from **Harvard University** in 2016. His innovative use of recycled materials, particularly metal, in creating large-scale installations, earned him global recognition and the prestigious honor. 
",Which university gave El Anatsui an honorary doctorate in 2016?,Harvard University,"El Anatsui, a renowned Ghanaian artist, received an honorary doctorate from Harvard University in 2016. This recognition acknowledged his significant contributions to contemporary art and his innovative use of materials.",5
62,0.800959782,0.186293109,0.50548357,0.560534049,0.733923203,0.592706001,0.5,16.28583336,0.3011425,"Question: The Jensen Interceptor (1950), produced from 1950 to 1957, had a wheelbase measurement of what in millimeters?
Answer and explanation: 
The provided answer is correct. 
 
 000 mm. 
 
 000 mm. 
 
000 mm. 
 000 mm. 
 000 mm. 
 000 mm. 
 000 mm. 
 000 mm. 
 000 mm. 
 000 mm. 
 000 mm","The Jensen Interceptor (1950), produced from 1950 to 1957, had a wheelbase measurement of what in millimeters?","2,845 mm",,1
63,0.457763619,0.606647437,0.385644111,0.830576907,0.876641421,0.443268234,0,9.243195534,-0.027729587,"Question: What is the ChemSpider ID of Axitinib, a small molecule tyrosine kinase inhibitor developed by Pfizer?
Answer and explanation: 77777        777775       777775         47777        477775        477775        477775        477","What is the ChemSpider ID of Axitinib, a small molecule tyrosine kinase inhibitor developed by Pfizer?",4953153,,2
64,0.850861267,0.442255609,0.967741324,0.562152004,0.428670194,0.159922952,0,14.01695824,-0.042050875,"Question: What were the month, date, and year when the South Korean Supreme Court legalized conscientious objection as a basis for rejecting compulsory military service?
Answer and explanation: 2018, 2018
2018,2018
2018,2018
2018,2018
2018,2018
2018,2018
2018,2018
2018,2018
2018,2018
2018,201","What were the month, date, and year when the South Korean Supreme Court legalized conscientious objection as a basis for rejecting compulsory military service?",1-Nov-18,,2
65,0.14381707,0.700683573,0.874027723,0.819484812,0.381949711,0.494710124,0,9.091446877,-0.027274341,"Question: What year was the municipality of Belmira, Antioquia, Colombia, founded?
Answer and explanation: **.0000**

**Explanation:** This is the year700.0000. 

**Explanation:**.700.0000. 

**Explanation:**.700.0000. 

**Explanation:**.700.0007. 

**Explanation:**.700.0779. 

**Explanation:**.700.0779. ","What year was the municipality of Belmira, Antioquia, Colombia, founded?",1757,,1
66,0.585746489,0.746885005,0.883204654,0.678724516,0.327156729,0.351122985,0.3333,5.298406601,0.21741478,"Question: Name the school where the Kusumbai Motichand Planetarium was established in Pune in 1954.
Answer and explanation:

, Pune, School,, School,, School,, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School, School",Name the school where the Kusumbai Motichand Planetarium was established in Pune in 1954.,New English School,,1
67,0.624527839,0.397987573,0.316202285,0.736324639,0.219420861,0.332094643,0,6.962461472,-0.020887384,"Question: In what month and year did Billy Miller earn a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor?
Answer and explanation: 2023-03-15
2023-03-15
2023-03-15
2023-03-15
2023-03-15
2023-03-15
2023-03-15
2023-03-15
2023-03-15
",In what month and year did Billy Miller earn a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor?,18-Mar,,2
68,0.953321419,0.34271446,0.124552292,0.604979702,0.142742612,0.274428785,0,4.799390793,-0.014398172,"Question: In which year was G. S. Mahajan appointed as the Vice Chancellor of Delhi University?
Answer and explanation: 5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159.5159",In which year was G. S. Mahajan appointed as the Vice Chancellor of Delhi University?,1953,,1
69,0.744895044,0.396060121,0.301369736,0.568130724,0.783352347,0.527695919,0.8333,7.726474762,0.560130576,"Question: In February 2017, what board did Governor Larry Hogan nominate Wes Moore to serve on?
Answer and explanation: 
The Board of Trustees of Maryland  

**Explanation:**

The Board of Trustees of Maryland (BOT) is responsible for the governance of the University of Maryland. 

Governor Larry Hogan nominated Wes Moore to serve on the Board of Trustees of Maryland. 
 
**Explanation:**

The Board of Regents of Maryland (BOR)

**Explanation:**

The Board of Regents of Maryland (BOR)

**Explanation:**

The Board of Public Education (BPED)

**","In February 2017, what board did Governor Larry Hogan nominate Wes Moore to serve on?",University System of Maryland Board of Regents.,,2
70,0.342779408,0.546543738,0.21560845,0.21816944,0.624832142,0.562295726,0.4444,29.27992439,0.223240227,"Question: What day, month, and year did Salvador Dalí's mother pass away?
Answer and explanation: 
**Salvador Dalí's mother, ** **, passed away on ** **August 19, 1926**. 
 
This event had a profound impact on Dalí, and it is often cited as a pivotal moment in his life. 
","What day, month, and year did Salvador Dalí's mother pass away?",Salvador Dali's mother died on 6 February 1921.,,2
71,0.795023715,0.680964263,0.888611066,0.324848046,0.421804026,0.421314936,0.3333,8.750720978,0.207057837,"Question: What are the three cities where Arvind Kejriwal spent most of his childhood?
Answer and explanation:

Arvind Kejriwal, the current Chief Minister of Delhi, spent most of his childhood in **Ghaziabad, Meerut, and Delhi**. 

Here's why:

* **Ghaziabad:**  He spent a significant portion of his childhood in Ghaziabad, Uttar Pradesh.
* **Meerut:**  He also spent a significant portion of his childhood in Meerut, Uttar Pradesh.
* **Delhi:**  He was born and raised in Delhi, and spent",What are the three cities where Arvind Kejriwal spent most of his childhood?," Sonipat, Ghaziabad, Hisar","Arvind Kejriwal is a prominent Indian politician and the Chief Minister of Delhi. He spent a significant portion of his childhood in the cities of Sonipat, Ghaziabad, and Hisar in Haryana.",2
72,0.865708852,0.033022948,0.785271879,0.091273229,0.898764839,0.252310137,0,17.48299599,-0.052448988,"Question: In what month and year did Jacques Frédéric Français publish a work in which he gave a geometric representation of complex numbers with interesting applications?
Answer and explanation:

The answer is **July 1844**. 

Here's why:

* **Jacques Frédéric Français** was a French mathematician who made significant contributions to the field of complex numbers.
* **His work** was a groundbreaking contribution to the understanding and application of complex numbers.
* **The work** was published in **July 1844** in the journal ""Annales de Mathématiques"". 

This work is considered a foundational text in the development of",In what month and year did Jacques Frédéric Français publish a work in which he gave a geometric representation of complex numbers with interesting applications?,September 1813,"Jacques Frédéric Français published his work ""**Mémoire sur les nombres complexes**"" (Memoir on Complex Numbers) in **September 1813**. This work is significant because it introduced a geometric representation of complex numbers, which is now a fundamental concept in mathematics. 

Let me know if you have any other questions!",2
73,0.160234005,0.535366657,0.181466719,0.478799091,0.85730973,0.637227304,1,51.22900009,0.546313,"Question: At which college in Pune did the 7th Chief Justice of India, P. B. Gajendragadkar, study for his M.A.?
Answer and explanation: , now known as Fergus College,, was the college in Pune where P. B. (later,,, College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, College,,,,,, College,,, College,, College.
 
 is the correct answer.
 
 is the correct answer.
 
, ( now known as Deccan College,","At which college in Pune did the 7th Chief Justice of India, P. B. Gajendragadkar, study for his M.A.?",Deccan College,,2
74,0.090735228,0.290774969,0.983045116,0.602602523,0.393222642,0.509041265,1,21.22261429,0.636332157,"Question: The ""Un'alma innamorata"" was written by what composer in 1707?
Answer and explanation: 
**The composer of ""Un'alma innamorata"" is George Frideric Handel.** 
**He wrote it in 1707.** 

**Explanation:**

* ""Un'alma innamorata"" is a famous Italian opera aria, known for its beautiful melodies and emotional depth. 
* George Frideric Handel was a prolific composer of operas, oratorios, and concertos during the Baroque period. 
* He was a German-born composer who","The ""Un'alma innamorata"" was written by what composer in 1707?",George Frideric Handel,"* **George Frideric Handel** was a prominent Baroque composer known for his operas, oratorios, and concertos. 
* ""Un'alma innamorata"" is a famous aria from Handel's opera **""Giulio Cesare""** which was composed in 1707. 

Let me know if you have any other music history questions!",4
75,0.419318902,0.484080338,0.767755053,0.365201623,0.387874647,0.541219529,0,10.73295975,-0.032198879,"Question: What is the name of the district with the Regional Transport Office (RTO) code SK-06 in Sikkim, India?
Answer and explanation: 
The RTO code SK-06 in Sikkim, India, is associated with the **Sikkim district of Sikkim**. 
 
**Explanation:** 
* RTO codes are assigned to specific districts within a state. 
* SK-06 is a unique code specifically for the Sikkim district of Sikkim. 
 
Therefore, the district with the RTO code SK-06 in Sikkim, India, is **Sikkim**. 
","What is the name of the district with the Regional Transport Office (RTO) code SK-06 in Sikkim, India?",Soreng,"The Regional Transport Office (RTO) code SK-06 is associated with the district of Soreng in Sikkim, India.",2
76,0.669102225,0.242460188,0.13843639,0.686679349,0.56676952,0.58153931,1,7.332897186,0.678001308,"Question: Who was the architect of Leamington who designed the church of St. John the Baptist that was built between 1877 and 1878?
Answer and explanation:
 ................................ C.. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. C. Cundall C. C. C. Cundall C. C",Who was the architect of Leamington who designed the church of St. John the Baptist that was built between 1877 and 1878?,John Cundall,,2
77,0.456741626,0.3984827,0.912090041,0.630585351,0.151457993,0.15491652,0,18.45388794,-0.055361664,"Question: On what day, month, and year did NHK Hall, located in Shibuya Ward, Tokyo, start operation?
Answer and explanation:
1972-03-10
1972-03-10 is the date NHK Hall started operation.

**Explanation:**

* **NHK Hall** is a famous broadcasting and entertainment complex in Tokyo.
* **Shibuya Ward, Tokyo** is the location.
* **1972-03-10** is the date NHK Hall started operation.

**Therefore, the answer is 1972-03","On what day, month, and year did NHK Hall, located in Shibuya Ward, Tokyo, start operation?",20-Jun-73,,2
78,0.90142807,0.879988182,0.649130304,0.705109561,0.431008409,0.321160353,1,29.18803406,0.612435898,"Question: With which political party was Karl Wilhelm Rudolf von Bennigsen associated?
Answer and explanation:

* **Liberal and conservative** political party in the German Empire.
* **advocate for constitutionalism, liberalism, and a strong national government.**
* **Von Bennigsen was a prominent figure in the liberal and conservative party, known for his strong support for constitutionalism and a strong national government.**

Therefore, the correct answer is the **Liberal and conservative** party. 
",With which political party was Karl Wilhelm Rudolf von Bennigsen associated?,National Liberal Party,"Karl Wilhelm Rudolf von Bennigsen was a prominent German politician and military officer. He was a member of the **National Liberal Party**, a liberal political party in Germany during the 19th century. 

The National Liberal Party was a significant force in German politics, advocating for constitutional monarchy, individual rights, and economic liberalism.",2
79,0.639230043,0.254271201,0.041382153,0.795399607,0.42703134,0.222225868,0,21.4121933,-0.06423658,"Question: How many losses did Adolf Anderssen have in his 1864 chess match against Berthold Suhle?
Answer and explanation: 
While the exact number of losses is not always readily available, it's important to understand the context. 
* **The match was a significant event:** Anderssen was a legendary player, and the match against Suhle was a high-profile event. 
* **Focus on the outcome:** The focus is on the overall result, not the exact number of losses. 
* **Historical context:**  Chess matches were often played over multiple days, and the exact number of",How many losses did Adolf Anderssen have in his 1864 chess match against Berthold Suhle?,3,"This is a bit of a trick question! While the match was significant, the number of losses is not the main point. 

* **The focus is on the outcome:** Anderssen won the match, defeating Suhle. 
* **Losses are a part of the game:**  Chess players, even grandmasters, lose games. 
* **The context matters:**  The match was a major event in chess history, and the details of the game are",2
80,0.183766111,0.38499276,0.111476698,0.209894702,0.175188759,0.032834405,0,25.19503403,-0.075585102,"Question: In what year was the Ajah campus of Pan-Atlantic University (Lagos, Nigeria) completed?
Answer and explanation: 

The Ajah campus of Pan-Atlantic University was completed in **2007**. 

**Explanation:**

This information can be found on the Pan-Atlantic University website and other reliable sources. The Ajah campus was a significant milestone for the university, expanding its reach and capacity in the Lagos region. 
","In what year was the Ajah campus of Pan-Atlantic University (Lagos, Nigeria) completed?",2003,,2
81,0.261906457,0.770193053,0.050806071,0.985721142,0.756532242,0.265529385,0.5,19.68669128,0.290939926,"Question: In which two fields of study did computer scientist Nancy Amato receive two bachelor's degrees from Stanford University in 1986?
Answer and explanation: 

**Explanation:**

* **Economics** is a natural science, which is a natural Science, are both are the foundation for Economics.
* Mathematics

**Mathematics**

**Computer Science**

These two fields are the foundation for Economics and Computer Science. 

**Note:**

* **Mathematics**
* **Computer Science**

These two fields are the foundation for Economics and Computer Science. 
",In which two fields of study did computer scientist Nancy Amato receive two bachelor's degrees from Stanford University in 1986?,Mathematical Sciences and Economics ,,2
82,0.378830286,0.356854353,0.978494069,0.089018495,0.858858926,0.246645945,0.5556,27.39089584,0.306747312,"Question: In which episode and season of South Park is Mr. Mackey's first appearance? Please give me the number and title.
Answer and explanation: 
Mr. Mackey's ""Principal""  Episode,  ""Make Margie Mary Christmas"" 
 
**Explanation:**

* **""Make Margie Mary Christmas""** is the 4th episode of South Park's 2nd season. 
* **Mr. Mackey** is introduced as the school counselor, who is a ""special"" kind of person. 
 
Let me know if you have any other South Park trivia! 
",In which episode and season of South Park is Mr. Mackey's first appearance? Please give me the number and title.,"Season 1, Episode 9: Mr. Hankey, the Christmas Poo",,1
83,0.61623372,0.774828325,0.934130569,0.888472941,0.81107848,0.622158176,0,2.616356373,-0.007849069,"Question: How many DLCs were released for Elder Scrolls V: Skyrim as of December 5, 2012?
Answer and explanation: DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC DLC","How many DLCs were released for Elder Scrolls V: Skyrim as of December 5, 2012?",3,,1
84,0.788764233,0.111642835,0.588973883,0.257394248,0.620118374,0.601227523,0.5,24.09833908,0.277704983,"Question: What prize was El Anatsui awarded in 1998 in Osaka?
Answer and explanation: El Anatsui was awarded the **""Contemporary Art Award""** at the **Osaka International Contemporary Art Exhibition in 1 metal and textile sculptures. 
 
Here's a breakdown of the answer:

* **El Anatsui:** A renowned Ghanaian artist known for his large-scale, intricate metal and textile sculptures.
* **Osaka International Contemporary Art Exhibition:** A prominent international art exhibition held in Osaka, Japan.
* **Contemporary Art Award:** The prestigious award given to",What prize was El Anatsui awarded in 1998 in Osaka?,Bronze Prize,El Anatsui is a renowned Ghanaian artist known for his large-scale installations made from discarded bottle caps. He received the prestigious award in Osaka for his innovative and thought-provoking work.,2
85,0.407335856,0.097799061,0.013184019,0.70139545,0.18991019,0.586552104,1,8.995242119,0.673014274,"Question: In the crest of the Agnew clan, what animal is depicted ""issuant and regardant Proper""?
Answer and explanation:











































































































































































 Owl Eagle Eagle Eagle Eagle Eagle Eagle Eagle Eagle Eagle Eagle Eagle Eagle Eagle","In the crest of the Agnew clan, what animal is depicted ""issuant and regardant Proper""?",Eagle,,2
86,0.933805388,0.097852245,0.92476879,0.733422542,0.206677339,0.214324219,0.75,4.324076653,0.51202777,"Question: What were the names of the two presenters of the 16th edition of the Miss World pageant?
Answer and explanation: and Peter Jones, and Michael Underwood, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael Aspel, and Michael",What were the names of the two presenters of the 16th edition of the Miss World pageant?,"Peter West, Michael Aspel",,2
87,0.6654252,0.957985632,0.918579874,0.055282798,0.481128247,0.539564526,0,18.8808651,-0.056642595,"Question: In what year did conductor David Randolph graduate from City College of New York?
Answer and explanation:.  **This is the answer:**.  **68.9.99.99.99.99.99.99.99.99.99.99.99.99.99.99.99.99.99..  **
**.  ** **.  **.  ...................",In what year did conductor David Randolph graduate from City College of New York?,1936,,1
88,0.492170759,0.054073285,0.437582402,0.83599547,0.852487603,0.384867341,0,19.78629303,-0.059358879,"Question: In what year did computer scientist Dana Angluin join the faculty at Yale University?
Answer and explanation: 
Dana Angluin joined the faculty at Yale University in **1987**. 

**Explanation:**

* **Dana Angluin** is a renowned computer scientist known for his work in **formal languages and automata theory**.
* He joined the faculty at Yale University in **1987**. 
* His work at Yale has been influential in the development of the **Yale University Computer Science Department**. 


Let me know if you have any other questions! ",In what year did computer scientist Dana Angluin join the faculty at Yale University?,1979,Dana Angluin joined the faculty at Yale University in 1979.,2
89,0.420801821,0.414139665,0.107483077,0.861619616,0.50470011,0.64759335,1,17.44723511,0.647658295,"Question: Toronto mayors Sir Adam Wilson (Mayor from 1859-1861), John George Bowes (Mayor from 1861-1864), and Francis Henry Medcalf (Mayor from 1864-1867) were elected to office by which body?
Answer and explanation: answer is correct answer is **public**. answer was correct answer is **public**, in general, were elected to office by the public. answer was correct answer is **public**.   people in answer is correct answer is **public**.   people of Toronto public elected the mayor in Toronto, answer was correct answer is **public**.   public elected the mayor in Toronto, public elected the mayor in Toronto, public elected the mayor in Toronto, public elected the mayor in Toronto, public","Toronto mayors Sir Adam Wilson (Mayor from 1859-1861), John George Bowes (Mayor from 1861-1864), and Francis Henry Medcalf (Mayor from 1864-1867) were elected to office by which body?",The public,,2
90,0.584407357,0.56041308,0.993692248,0.134013507,0.112746864,0.42909582,1,9.529069901,0.67141279,"Question: At what zoo did August Scherl demonstrate his gyro-monorail to the public?
Answer and explanation:

The Zoological Gardens in Berlin, Germany. 

Explanation:  Zoo Gardens in Berlin, Germany.  Zoo Gardens in Berlin, Germany. 

Zoo Gardens in Berlin, Germany.  Zoo Gardens in Berlin, Germany. 

Zoo Gardens in Berlin,, Germany. Zoo Gardens in Berlin,, Zoo Gardens in Berlin, Zoo Gardens in Berlin, Zoo Gardens in Berlin, Zoo Gardens in Berlin, Zoo Gardens in Berlin, Zoo Gardens in Berlin, Zoo Gardens in Berlin, Zoo Gardens in",At what zoo did August Scherl demonstrate his gyro-monorail to the public?,Berlin Zoological Gardens,,2
91,0.923975497,0.350628043,0.47367767,0.613894873,0.831930952,0.409211993,0.5,14.94997692,0.305150069,"Question: Which city in Athens was Foivos Delivorias born in?
Answer and explanation: 
Foivos Delivorias was born in **Athens**, Greece. 

Therefore, the answer is **Athens**. 

Here's a brief explanation: 
* **Athens** is the capital of Attica, a region in Greece. 
* Foivos Delivorias is a well-known Greek actor, known for his roles in various films and television series. 
* He was born and raised in Athens, and his family still resides there. 
",Which city in Athens was Foivos Delivorias born in?,"Kallithea, Athens","Foivos Delivorias is a well-known Greek actor and director. He was born and raised in Kallithea, a suburb of Athens.",3
92,0.270277228,0.325678277,0.347832898,0.291772335,0.73937965,0.728612233,0.75,16.44402695,0.475667919,"Question: In the British drama series Happy Valley, in which season and episode is Kirsten McAskill murdered by Royce?
Answer and explanation: 
Kirsten McAskill is murdered in season 1, episode 10 of Happy Valley. 
The episode is titled ""The Past"" and is a pivotal moment in the series, as it reveals the dark underbelly of the community and the complex relationship between the police and the criminal underworld. 
The murder is a turning point in the series, and it sets the plot in motion for the rest of the season. 
","In the British drama series Happy Valley, in which season and episode is Kirsten McAskill murdered by Royce?",Season 1 episode 3,"This is a key plot point in the series. Kirsten McAskill, a social worker, is murdered by Royce, a character who is deeply involved in the criminal underworld.",2
93,0.546807278,0.669269417,0.966765557,0.519608286,0.076254906,0.027968351,0,16.80380249,-0.050411407,"Question: In which year did Maharaj Kishan Bhan (an Indian pediatrician and clinical scientist) receive the Padma Bhushan for civil services?
Answer and explanation: 

Maharaj Kishan Bhan received the Padma Bhushan in **2009**. 

The Padma Bhushan is one of the highest civilian awards in India, given for outstanding contributions in various fields. Maharaj Kishan Bhan's work in pediatrics and clinical science earned him this prestigious recognition. 


Let me know if you have any other questions! 
",In which year did Maharaj Kishan Bhan (an Indian pediatrician and clinical scientist) receive the Padma Bhushan for civil services?,2013,"Maharaj Kishan Bhan received the Padma Bhushan in 2013 for his contributions to the field of medicine and public health. He was a renowned pediatrician and clinical scientist, and his work significantly impacted the healthcare system in India. 


**Important Note:** The Padma Bhushan is a civilian award given for outstanding service to the nation. It is not awarded for civil services.",2
94,0.055445326,0.68665617,0.938209467,0.335181588,0.268694715,0.019221524,0.3333,23.00870514,0.164283885,"Question: On what day, month, and year was Vladas Mironas, the 14th Prime Minister of Lithuania, born?
Answer and explanation: 
Vladas Mironas was born on **19th** **June** **1910**. 

Here's why:

* **Vladas Mironas** was a prominent Lithuanian politician and statesman.
* **19th June 1910** is the date he was born. 
* He served as the 14th Prime Minister of Lithuania from 1961 to 1962. 
 
Let me","On what day, month, and year was Vladas Mironas, the 14th Prime Minister of Lithuania, born?",22 June 1880.,,2
95,0.621025846,0.69105222,0.164389028,0.868924465,0.47729488,0.548861645,0.5,17.96756363,0.296097309,"Question: In which episode and season of Rick and Morty is Jerry floating around for 10 hours? Give me the number and title.
Answer and explanation: 

The episode ""Rickmurai Rick Rick Rickulous"" is the 10th episode of Season 4. 

**Explanation:**

* **""Jerry""** is the 10th episode of Season 4. 
* **""Rickmurai Rick Rickulous""** is the 10th episode of Season 4. 

**Note:** This is a bit of a trick question. The episode title is ""Rickmurai Rick Rickulous"",",In which episode and season of Rick and Morty is Jerry floating around for 10 hours? Give me the number and title.,"Episode 5, ""Rattlestar Ricklactica""",,2
96,0.071118651,0.134698142,0.765436068,0.744652548,0.39763236,0.222007322,0,10.40239429,-0.031207183,"Question: Who received the Farrer Medal in 2014?
Answer and explanation: 
The Farrer Medal is awarded annually to the most outstanding Australian researcher in the field of medical science. 
In 2014, the Farrer Medal was awarded to **Professor Peter Doherty**. 
Professor Doherty is a renowned Australian medical scientist, known for his groundbreaking work in immunology. 
His research has significantly advanced our understanding of the immune system and has led to the development of new treatments for diseases such as cancer and HIV. 


",Who received the Farrer Medal in 2014?,Dr. Elizabeth Dennis,The Farrer Medal is awarded annually to the Australian researcher who has made the most significant contribution to the field of medical research.,2
97,0.304295421,0.24857996,0.706501564,0.957521562,0.643392931,0.995142689,1,20.11252022,0.639662439,"Question: What is the name of Jupiter’s third-largest moon?
Answer and explanation: 
The answer is **Io**. 

Here's why:

* **Jupiter's Moons:** Jupiter has a vast number of moons, and Io is one of the most volcanically active bodies in our solar system. 
* **Volcanic Activity:** Io is known for its incredibly active volcanoes, which erupt with lava flows and sulfurous gases. 
* **Third Largest:**  Io is the third largest moon of Jupiter, after Ganymede and Callisto.",What is the name of Jupiter’s third-largest moon?,Io,"* **Io** is one of Jupiter's many moons, known for its volcanic activity. 
* It's the most volcanically active body in our solar system. 

Let me know if you have any other space trivia questions! 🪐🚀",3
98,0.374048638,0.236835591,0.413712319,0.292398455,0.883153399,0.228409819,0,20.35274887,-0.061058247,"Question: On what date did President Kagame receive an honorary degree in Ethiopia?
Answer and explanation: 
President Paul Kagame of Rwanda received an honorary doctorate degree from Addis Ababa University in Ethiopia on **27th July 2019**. 

This was a significant event, as it marked the first time a Rwandan president had received an honorary doctorate degree from a recognized Ethiopian university. 
",On what date did President Kagame receive an honorary degree in Ethiopia?,2-Jul-16,"President Paul Kagame of Rwanda received an honorary doctorate degree from Addis Ababa University in Ethiopia on July 2, 2016.",2
99,0.344941167,0.399368336,0.907882821,0.341616442,0.169398748,0.065080152,0,14.20232391,-0.042606972,"Question: What year was the municipality of Boyacá, Boyacá, Colombia, founded?
Answer and explanation: 

The municipality of Boyacá was founded in **1540**. 

Here's why:

* **Historical Context:**  The region of Boyacá was a part of the Spanish colonial empire. 
* **Founding Date:**  The year 1540 marks the beginning of the Spanish colonization of the area, which included the establishment of the municipality of Boyacá. 
* **Significance:**  The founding of the municipality of Boyacá was a significant","What year was the municipality of Boyacá, Boyacá, Colombia, founded?",1537,"The municipality of Boyacá, located in the Boyacá department of Colombia, was founded in **1537**. This date marks the beginning of the Spanish colonial era in the region.",3
100,0.959196602,0.390033804,0.301116911,0.329701883,0.627347067,0.803517691,0,6.502139091,-0.019506417,"Question: On what day, month, and year did Randy Johnston (model) die?
Answer and explanation: 
1. **10-20-2023** - **10-20-2023** - **10-20-2023**
2. **10-20-2023** - **10-20-2023** - **10-20-2023**
3. **10-20-2023** - **","On what day, month, and year did Randy Johnston (model) die?",11-Oct-08,,1
101,0.91372786,0.401015184,0.323980238,0.996982661,0.28361742,0.016207029,0,9.736430168,-0.029209291,"Question: On what day, month, and year did the 2nd ASEM Transport Ministers' Meeting begin?
Answer and explanation: 2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001
2001","On what day, month, and year did the 2nd ASEM Transport Ministers' Meeting begin?",24-Oct-11,,1
102,0.488147828,0.438701024,0.44974458,0.486359641,0.429902686,0.605301562,0,15.78969002,-0.04736907,"Question: What is the name of the sole survivor of the Saha Airlines 2019 Boeing 707 crash?
Answer and explanation: 
The sole survivor of the Saha Airlines 2019 Boeing 707 crash was **a 10-year-old boy**. 

It's important to note that this was a tragic accident, and the loss of life was devastating. 
",What is the name of the sole survivor of the Saha Airlines 2019 Boeing 707 crash?,Farshad Mahdavinejad,"On August 19, 2019, a Boeing 707 operated by Saha Airlines crashed in the city of Tehran, Iran. The crash resulted in the deaths of all 174 passengers and crew members on board.  Farshad Mahdavinejad was the sole survivor of the crash.",2
103,0.352300028,0.18834476,0.929108755,0.566461136,0.403040614,0.546134074,1,3.249572277,0.690251283,"Question: How many maxi challenges did Sharon Needles win in Season 4 of RPDR?
Answer and explanation:? of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of of",How many maxi challenges did Sharon Needles win in Season 4 of RPDR?,4,,1
104,0.90206264,0.611282532,0.465663081,0.06993846,0.616174229,0.349018806,0,7.846111774,-0.023538335,"Question: On what day, month, and year was the first unplanned flight of the General Dynamics F-16 Fighting Falcon?
Answer and explanation:
1971-02-19
1971-02-19
1971-02-19

Explanation:
The first unplanned flight of the General Dynamics F-16 Fighting Falcon was on **1971-02-19**.

**Explanation:**
The first unplanned flight of the General Dynamics F-16 Fighting Falcon was on **1971-02-19**.

**","On what day, month, and year was the first unplanned flight of the General Dynamics F-16 Fighting Falcon?",20-Jan-74,,1
